2, 50.000, -61.5999984741211, 23.8999996185303, 0, 0.000, 392.734, -4.000, 1, 5000, 60, 60, 0, -4, 2, -61.5999984741211, 23.8999996185303
C:\TA Instruments\WinTest\UnsecureWorkspace\TestData\SOPHIE AND BEN\RHH238\Anterior\boneSub2 03162018 102647.dat

test
"Elapsed Time ","Disp  ","Load   ",
"Sec          ","mm    ","N      ",
       71.60920,0.28922391430,-84.7964415418,
       71.60940,0.28922391430,-84.5217749565,
       71.60960,0.28882717368,-84.1647083956,
       71.60980,0.28922391430,-83.6977752007,
       71.61000,0.28942228462,-83.0660420545,
       71.61020,0.28962065493,-82.3244422742,
       71.61040,0.29041413617,-81.4592425306,
       71.61060,0.29021576586,-80.5253761406,
       71.61080,0.29180272835,-79.5846430860,
       71.61100,0.29180272835,-78.6507766961,
       71.61120,0.29239783929,-77.7306436354,
       71.61140,0.29259620960,-76.7624439222,
       71.61160,0.29338969085,-75.5333109531,
       71.61180,0.29378643147,-74.0981780450,
       71.61200,0.29497665334,-72.5119785150,
       71.61220,0.29497665334,-70.8571123386,
       71.61240,0.29656361583,-69.2640461440,
       71.61260,0.29735709708,-67.7945799127,
       71.61280,0.29815057833,-66.4143803217,
       71.61300,0.29874568926,-65.1577806940,
       71.61320,0.29953917051,-63.7913144322,
       71.61340,0.29973754082,-62.4523148289,
       71.61360,0.30013428144,-60.8798486282,
       71.61380,0.30112613300,-59.2593157750,
       71.61400,0.30251472518,-57.5975829340,
       71.61420,0.30350657674,-56.0594500565,
       71.61440,0.30430005799,-54.5487838374,
       71.61460,0.30529190954,-53.1685842463,
       71.61480,0.30608539079,-51.8433179724,
       71.61500,0.30628376110,-50.5729850154,
       71.61520,0.30687887204,-49.3026520585,
       71.61540,0.30826746422,-48.0735190893,
       71.61560,0.30846583453,-46.8375194555,
       71.61580,0.30945768609,-45.6427198096,
       71.61600,0.30985442671,-44.4891201514,
       71.61620,0.31044953764,-43.4385204627,
       71.61640,0.31163975951,-42.5252540666,
       71.61660,0.31223487045,-41.6463209937,
       71.61680,0.31203650014,-40.8223212378,
       71.61700,0.31263161107,-40.1356547746,
       71.61720,0.31282998138,-39.5382549516,
       71.61740,0.31322672201,-39.0163884396,
